Product_ID,Category,Unit_Cost,Current_Stock,Daily_Demand_Est,Safety_Stock_Target,Vendor_Name,Lead_Time_Days,Reorder_Point,Stock_Status,Inventory_Value
SKU-C4637,Home,249.22,106.0,2.0,23,Sapporo Steel,19,61.0,Normal Stock,26417.32
SKU-B9696,Home,444.62,770.0,53.0,422,Hokkaido Foods,27,1853.0,Low Stock,342357.4
SKU-A3297,Office,474.35,775.0,27.0,214,Tokyo Electronics,30,1024.0,Low Stock,367621.25
SKU-X6355,Office,23.72,1848.0,34.0,461,Sapporo Steel,19,1107.0,Normal Stock,43834.56
SKU-X4867,Industrial,260.83,0.0,4.0,37,Tokyo Electronics,28,149.0,Out of Stock,0.0
SKU-X4278,Industrial,16.42,2743.0,61.0,526,Hokkaido Foods,20,1746.0,Normal Stock,45040.060000000005
SKU-B4572,Food,336.2,1128.0,33.0,378,Osaka Supplies,28,1302.0,Low Stock,379233.6
SKU-B3778,Apparel,341.29,5645.0,95.0,829,Hokkaido Foods,30,3679.0,Normal Stock,1926582.05
SKU-C4985,Home,249.22,162.0,,24,Nagoya Parts,18,,Normal Stock,40373.64
SKU-X7187,Food,158.08,2730.0,47.0,654,Sapporo Steel,28,1970.0,Normal Stock,431558.4
SKU-Z9196,Food,161.43,1004.0,19.0,196,Nagoya Parts,26,690.0,Normal Stock,162075.72
SKU-Z9139,Electronics,350.9,0.0,94.0,868,Sapporo Steel,16,2372.0,Out of Stock,0.0
SKU-B9816,Shipping,258.92,750.0,41.0,293,Tokyo Electronics,10,703.0,Normal Stock,194190.0
SKU-C1552,Electronics,260.41,484.0,14.0,163,Nagoya Parts,14,359.0,Normal Stock,126038.44000000002
SKU-C9258,Apparel,488.23,549.0,84.0,1027,Nagoya Parts,23,2959.0,Low Stock,268038.27
SKU-B7534,Home,355.92,1026.0,46.0,424,Hokkaido Foods,20,1344.0,Low Stock,365173.92000000004
SKU-Y5150,Food,251.92,52.0,20.0,146,Osaka Supplies,24,626.0,Low Stock,13099.84
SKU-X8508,Shipping,371.84,596.0,75.0,617,Kyoto Crafts,29,2792.0,Low Stock,221616.63999999998
SKU-X5868,Apparel,56.33,4495.0,88.0,983,Fukuoka Logistics,15,2303.0,Normal Stock,253203.35
SKU-B3215,Office,117.41,981.0,98.0,1069,Sapporo Steel,21,3127.0,Low Stock,115179.20999999999
SKU-Z8650,Food,386.95,637.0,81.0,824,Osaka Supplies,14,1958.0,Low Stock,246487.15
SKU-X3337,Industrial,238.54,926.0,27.0,350,Tokyo Electronics,11,647.0,Normal Stock,220888.03999999998
SKU-A8274,Office,454.91,525.0,32.0,361,Hokkaido Foods,6,553.0,Low Stock,238827.75
SKU-Z9899,Food,190.76,0.0,52.0,530,Tokyo Electronics,30,2090.0,Out of Stock,0.0
SKU-Z1264,Home,249.22,706.0,16.0,212,Kyoto Crafts,3,260.0,Normal Stock,175949.32
SKU-X2032,Home,242.41,2700.0,96.0,790,Fukuoka Logistics,10,1750.0,Normal Stock,654507.0
SKU-Y7771,Food,379.86,3142.0,80.0,1038,Fukuoka Logistics,4,1358.0,Normal Stock,1193520.12
SKU-Z2576,Shipping,214.12,1166.0,37.0,437,Osaka Supplies,22,1251.0,Low Stock,249663.92
SKU-X1232,Electronics,10.82,807.0,,504,Osaka Supplies,20,,Normal Stock,8731.74
SKU-Z8719,Electronics,462.53,0.0,58.0,660,Sapporo Steel,25,2110.0,Out of Stock,0.0
SKU-Z8505,Apparel,143.99,779.0,47.0,379,Fukuoka Logistics,24,1507.0,Low Stock,112168.21
SKU-A5848,Home,469.37,263.0,8.0,62,Sapporo Steel,4,94.0,Normal Stock,123444.31
SKU-C2750,Home,211.79,232.0,4.0,53,Nagoya Parts,16,117.0,Normal Stock,49135.28
SKU-A9554,Office,331.65,58.0,33.0,261,Nagoya Parts,7,492.0,Low Stock,19235.699999999997
SKU-A3635,Industrial,75.88,644.0,25.0,311,Osaka Supplies,28,1011.0,Low Stock,48866.719999999994
SKU-Y2018,Home,91.16,1286.0,46.0,354,Tokyo Electronics,6,630.0,Normal Stock,117231.76
SKU-X3480,Home,12.46,4881.0,85.0,1119,Osaka Supplies,6,1629.0,Normal Stock,60817.26
SKU-Y4272,Industrial,336.61,133.0,9.0,79,Nagoya Parts,12,187.0,Low Stock,44769.130000000005
SKU-Y6288,Food,355.3,6.0,59.0,581,Sapporo Steel,21,1820.0,Low Stock,2131.8
SKU-X4472,Shipping,457.53,859.0,24.0,186,Tokyo Electronics,15,546.0,Normal Stock,393018.26999999996
SKU-Z2371,Shipping,401.12,172.0,24.0,228,Fukuoka Logistics,14,564.0,Low Stock,68992.64
SKU-Y1252,Office,260.67,317.0,14.0,103,Tokyo Electronics,30,523.0,Low Stock,82632.39
SKU-Y1493,Shipping,120.34,1169.0,35.0,382,Nagoya Parts,12,802.0,Normal Stock,140677.46
SKU-A9734,Industrial,92.12,875.0,77.0,801,Kyoto Crafts,13,1802.0,Low Stock,80605.0
SKU-A3808,Food,453.85,1466.0,86.0,1063,Hokkaido Foods,29,3557.0,Low Stock,665344.1
SKU-B6314,Shipping,298.79,53.0,94.0,993,Kyoto Crafts,30,3813.0,Low Stock,15835.87
SKU-B4930,Home,111.97,178.0,5.0,37,Tokyo Electronics,20,137.0,Normal Stock,19930.66
SKU-X3835,Home,212.93,155.0,9.0,100,Hokkaido Foods,16,244.0,Low Stock,33004.15
SKU-B6854,Food,481.5,2652.0,,934,Fukuoka Logistics,23,,Normal Stock,1276938.0
SKU-Y9610,Home,199.01,1806.0,37.0,385,Hokkaido Foods,16,977.0,Normal Stock,359412.06
SKU-A9930,Apparel,254.1,121.0,51.0,487,Kyoto Crafts,14,1201.0,Low Stock,30746.1
SKU-A5895,Industrial,238.35,770.0,15.0,193,Tokyo Electronics,5,268.0,Normal Stock,183529.5
SKU-A4133,Shipping,255.95,4980.0,91.0,803,Tokyo Electronics,21,2714.0,Normal Stock,1274631.0
SKU-A9958,Industrial,223.43,3737.0,70.0,915,Tokyo Electronics,19,2245.0,Normal Stock,834957.91
SKU-Z3855,Office,339.28,1031.0,20.0,156,Osaka Supplies,16,476.0,Normal Stock,349797.68
SKU-B9704,Industrial,134.51,1670.0,68.0,680,Fukuoka Logistics,16,1768.0,Low Stock,224631.69999999998
SKU-Y7742,Electronics,11.39,2227.0,42.0,582,Hokkaido Foods,26,1674.0,Normal Stock,25365.530000000002
SKU-A5178,Electronics,234.63,1048.0,58.0,414,Nagoya Parts,24,1806.0,Low Stock,245892.24
SKU-C7715,Industrial,254.08499999999998,375.0,18.0,209,Hokkaido Foods,23,623.0,Low Stock,95281.87499999999
SKU-Z4981,Apparel,371.84,3285.0,96.0,1133,Osaka Supplies,3,1421.0,Normal Stock,1221494.4
SKU-B6923,Shipping,64.18,1046.0,59.0,445,Hokkaido Foods,25,1920.0,Low Stock,67132.28000000001
SKU-X4299,Apparel,366.58,2762.0,99.0,725,Tokyo Electronics,15,2210.0,Normal Stock,1012493.96
SKU-C5539,Electronics,259.05,0.0,85.0,812,Osaka Supplies,5,1237.0,Out of Stock,0.0
SKU-C6574,Home,289.19,278.0,15.0,171,Sapporo Steel,7,276.0,Normal Stock,80394.81999999999
SKU-Z8813,Industrial,284.48,278.0,12.0,162,Sapporo Steel,24,450.0,Low Stock,79085.44
SKU-X3382,Office,198.12,710.0,31.0,351,Tokyo Electronics,20,971.0,Low Stock,140665.2
SKU-B9073,Electronics,38.53,2719.0,88.0,817,Fukuoka Logistics,8,1521.0,Normal Stock,104763.07
SKU-Z2921,Home,347.77,2961.0,94.0,778,Tokyo Electronics,28,3410.0,Low Stock,1029746.97
SKU-Z6244,Food,255.84,424.0,12.0,96,Fukuoka Logistics,14,264.0,Normal Stock,108476.16
SKU-Z4526,Apparel,95.83,246.0,8.0,111,Osaka Supplies,23,295.0,Low Stock,23574.18
SKU-Y5422,Apparel,31.05,347.0,70.0,827,Nagoya Parts,23,2437.0,Low Stock,10774.35
SKU-B7098,Electronics,471.06,1346.0,60.0,511,Nagoya Parts,13,1291.0,Normal Stock,634046.76
SKU-Y5677,Electronics,260.41,3175.0,86.0,605,Hokkaido Foods,16,1981.0,Normal Stock,826801.7500000001
SKU-A9524,Shipping,360.65,626.0,12.0,103,Tokyo Electronics,3,139.0,Normal Stock,225766.9
SKU-Z3693,Shipping,78.66,697.0,30.0,370,Sapporo Steel,20,970.0,Low Stock,54826.02
SKU-B4301,Shipping,358.84,2248.0,41.0,297,Osaka Supplies,25,1322.0,Normal Stock,806672.32
SKU-A4986,Industrial,347.67,49.0,41.0,468,Fukuoka Logistics,8,796.0,Low Stock,17035.83
SKU-Z3661,Industrial,254.08499999999998,0.0,36.0,278,Hokkaido Foods,24,1142.0,Out of Stock,0.0
SKU-A7074,Electronics,260.41,1.0,70.0,925,Tokyo Electronics,22,2465.0,Low Stock,260.41
SKU-Z4711,Food,417.12,319.0,91.0,809,Kyoto Crafts,20,2629.0,Low Stock,133061.28
SKU-Y7428,Electronics,270.21,580.0,20.0,253,Kyoto Crafts,12,493.0,Normal Stock,156721.8
SKU-C3834,Home,305.67,2909.0,,707,Hokkaido Foods,20,,Normal Stock,889194.03
SKU-X7472,Office,45.8,1807.0,54.0,501,Hokkaido Foods,3,663.0,Normal Stock,82760.59999999999
SKU-X5010,Industrial,171.36,894.0,15.0,171,Sapporo Steel,29,606.0,Normal Stock,153195.84000000003
SKU-C5986,Food,235.34,1385.0,45.0,518,Kyoto Crafts,24,1598.0,Low Stock,325945.9
SKU-Z5922,Industrial,108.53,1497.0,26.0,239,Nagoya Parts,23,837.0,Normal Stock,162469.41
SKU-Y2639,Shipping,258.92,832.0,80.0,856,Fukuoka Logistics,3,1096.0,Low Stock,215421.44
SKU-Z4171,Home,36.84,1445.0,,742,Nagoya Parts,15,,Normal Stock,53233.8
SKU-Y8271,Apparel,50.44,5285.0,90.0,1021,Kyoto Crafts,16,2461.0,Normal Stock,266575.39999999997
SKU-A1352,Home,24.51,124.0,,768,Nagoya Parts,20,,Normal Stock,3039.2400000000002
SKU-Z5081,Electronics,15.41,2220.0,41.0,418,Osaka Supplies,20,1238.0,Normal Stock,34210.2
SKU-Z7178,Food,403.83,2957.0,59.0,618,Fukuoka Logistics,15,1503.0,Normal Stock,1194125.31
SKU-A7357,Office,343.83,1510.0,57.0,458,Tokyo Electronics,8,914.0,Normal Stock,519183.3
SKU-X5370,Office,374.45,9.0,1.0,10,Hokkaido Foods,29,39.0,Low Stock,3370.0499999999997
SKU-X1106,Shipping,241.67,2796.0,66.0,535,Hokkaido Foods,22,1987.0,Normal Stock,675709.32
SKU-Z8553,Office,410.03,1026.0,65.0,874,Nagoya Parts,19,2109.0,Low Stock,420690.77999999997
SKU-X8208,Apparel,348.32,343.0,16.0,212,Fukuoka Logistics,6,308.0,Normal Stock,119473.76
SKU-X3878,Industrial,496.46,462.0,18.0,171,Osaka Supplies,27,657.0,Low Stock,229364.52
SKU-Y9283,Home,137.96,285.0,8.0,89,Tokyo Electronics,14,201.0,Normal Stock,39318.600000000006
SKU-Z6947,Apparel,254.1,4781.0,86.0,909,Fukuoka Logistics,27,3231.0,Normal Stock,1214852.0999999999
SKU-A7966,Shipping,303.95,1396.0,64.0,575,Tokyo Electronics,5,895.0,Normal Stock,424314.2
SKU-X8770,Electronics,260.41,3015.0,58.0,672,Sapporo Steel,7,1078.0,Normal Stock,785136.15
SKU-X2770,Industrial,329.05,3381.0,100.0,1317,Fukuoka Logistics,11,2417.0,Normal Stock,1112518.05
SKU-A5867,Food,36.74,26.0,46.0,525,Sapporo Steel,27,1767.0,Low Stock,955.24
SKU-Y9508,Food,379.28,947.0,30.0,386,Fukuoka Logistics,5,536.0,Normal Stock,359178.16
SKU-B5784,Industrial,450.53,1197.0,33.0,358,Tokyo Electronics,26,1216.0,Low Stock,539284.4099999999
SKU-X9547,Shipping,118.32,263.0,85.0,708,Tokyo Electronics,29,3173.0,Low Stock,31118.16
SKU-A7364,Office,464.78,0.0,94.0,711,Fukuoka Logistics,16,2215.0,Out of Stock,0.0
SKU-X5889,Home,175.34,187.0,,616,Tokyo Electronics,3,,Normal Stock,32788.58
SKU-X4032,Electronics,65.2,1793.0,78.0,550,Tokyo Electronics,20,2110.0,Low Stock,116903.6
SKU-C3674,Home,475.89,2358.0,95.0,1089,Fukuoka Logistics,25,3464.0,Low Stock,1122148.6199999999
SKU-A8843,Office,150.31,966.0,19.0,218,Nagoya Parts,7,351.0,Normal Stock,145199.46
SKU-B1425,Shipping,209.66,1779.0,34.0,464,Sapporo Steel,13,906.0,Normal Stock,372985.14
SKU-B8696,Electronics,260.41,1700.0,59.0,760,Tokyo Electronics,12,1468.0,Normal Stock,442697.00000000006
SKU-Y9430,Food,329.31,4844.0,90.0,1024,Nagoya Parts,18,2644.0,Normal Stock,1595177.64
SKU-Z2603,Shipping,164.37,2862.0,71.0,987,Nagoya Parts,23,2620.0,Normal Stock,470426.94
SKU-C6380,Apparel,459.5,4303.0,82.0,743,Tokyo Electronics,3,989.0,Normal Stock,1977228.5
SKU-C2484,Electronics,260.41,377.0,81.0,805,Nagoya Parts,6,1291.0,Low Stock,98174.57
SKU-A7880,Electronics,216.44,3797.0,85.0,957,Tokyo Electronics,26,3167.0,Normal Stock,821822.6799999999
SKU-B6917,Home,11.8,1947.0,39.0,315,Kyoto Crafts,15,900.0,Normal Stock,22974.600000000002
SKU-C1059,Office,366.88,2728.0,75.0,691,Tokyo Electronics,23,2416.0,Normal Stock,1000848.64
SKU-Y7980,Home,254.81,2240.0,78.0,926,Tokyo Electronics,18,2330.0,Low Stock,570774.4
SKU-B6497,Home,409.42,117.0,11.0,153,Hokkaido Foods,15,318.0,Low Stock,47902.14
SKU-C8952,Electronics,172.87,468.0,41.0,370,Kyoto Crafts,20,1190.0,Low Stock,80903.16
SKU-X1547,Industrial,489.37,3997.0,73.0,674,Osaka Supplies,30,2864.0,Normal Stock,1956011.8900000001
SKU-Y3605,Shipping,292.37,1513.0,67.0,905,Hokkaido Foods,4,1173.0,Normal Stock,442355.81
SKU-B2785,Food,293.29,787.0,21.0,232,Kyoto Crafts,9,421.0,Normal Stock,230819.23
SKU-X3781,Home,394.57,2646.0,84.0,808,Kyoto Crafts,26,2992.0,Low Stock,1044032.22
SKU-Z5226,Industrial,246.09,911.0,68.0,818,Hokkaido Foods,20,2178.0,Low Stock,224187.99
SKU-C6129,Electronics,170.0,0.0,,389,Tokyo Electronics,19,,Out of Stock,0.0
SKU-B1018,Electronics,173.77,512.0,18.0,234,Fukuoka Logistics,6,342.0,Normal Stock,88970.24
SKU-Y9066,Industrial,254.79,1409.0,31.0,309,Nagoya Parts,4,433.0,Normal Stock,358999.11
SKU-Z7045,Apparel,367.81,101.0,24.0,303,Hokkaido Foods,27,951.0,Low Stock,37148.81
SKU-X1508,Electronics,287.05,801.0,,286,Osaka Supplies,7,,Normal Stock,229927.05000000002
SKU-Y7224,Shipping,271.74,0.0,65.0,796,Sapporo Steel,11,1511.0,Out of Stock,0.0
SKU-B3128,Electronics,425.99,1195.0,36.0,498,Kyoto Crafts,17,1110.0,Normal Stock,509058.05
SKU-C7301,Office,428.88,5804.0,100.0,789,Fukuoka Logistics,26,3389.0,Normal Stock,2489219.52
SKU-B1855,Industrial,254.08499999999998,1295.0,37.0,273,Hokkaido Foods,3,384.0,Normal Stock,329040.07499999995
SKU-C1931,Home,249.22,1094.0,30.0,288,Sapporo Steel,23,978.0,Normal Stock,272646.68
SKU-Z3653,Shipping,238.5,168.0,11.0,105,Tokyo Electronics,19,314.0,Low Stock,40068.0
SKU-X1524,Electronics,260.41,1094.0,28.0,280,Fukuoka Logistics,9,532.0,Normal Stock,284888.54000000004
SKU-Z9271,Apparel,416.36,1463.0,36.0,499,Kyoto Crafts,12,931.0,Normal Stock,609134.68
SKU-Z1043,Industrial,228.14,31.0,69.0,685,Sapporo Steel,17,1858.0,Low Stock,7072.339999999999
SKU-X1615,Shipping,55.95,2851.0,83.0,796,Kyoto Crafts,7,1377.0,Normal Stock,159513.45
SKU-C2915,Electronics,371.13,4973.0,95.0,1115,Osaka Supplies,14,2445.0,Normal Stock,1845629.49
SKU-B6790,Industrial,138.95,3529.0,66.0,910,Kyoto Crafts,11,1636.0,Normal Stock,490354.55
SKU-C8395,Food,36.18,268.0,35.0,301,Nagoya Parts,11,686.0,Low Stock,9696.24
SKU-A2299,Food,397.75,1693.0,34.0,345,Hokkaido Foods,14,821.0,Normal Stock,673390.75
SKU-C4531,Food,89.62,2300.0,,451,Sapporo Steel,27,,Normal Stock,206126.0
SKU-Y8863,Apparel,352.25,55.0,38.0,472,Nagoya Parts,13,966.0,Low Stock,19373.75
SKU-B4392,Industrial,85.71,472.0,13.0,138,Hokkaido Foods,15,333.0,Normal Stock,40455.119999999995
SKU-B1634,Home,261.51,3250.0,55.0,548,Sapporo Steel,29,2143.0,Normal Stock,849907.5
SKU-Y2255,Office,424.73,0.0,71.0,673,Sapporo Steel,17,1880.0,Out of Stock,0.0
SKU-Y9779,Home,121.53,1882.0,91.0,1140,Nagoya Parts,24,3324.0,Low Stock,228719.46
SKU-X7930,Shipping,29.19,1091.0,70.0,951,Fukuoka Logistics,24,2631.0,Low Stock,31846.29
SKU-C8054,Electronics,44.64,417.0,16.0,121,Tokyo Electronics,29,585.0,Low Stock,18614.88
SKU-Z9350,Food,188.28,2289.0,59.0,703,Osaka Supplies,9,1234.0,Normal Stock,430972.92
SKU-A3431,Food,56.49,857.0,37.0,386,Tokyo Electronics,15,941.0,Low Stock,48411.93
SKU-A5908,Food,255.84,350.0,57.0,660,Fukuoka Logistics,24,2028.0,Low Stock,89544.0
SKU-A4111,Office,225.41,1421.0,42.0,296,Sapporo Steel,5,506.0,Normal Stock,320307.61
SKU-B6584,Apparel,334.0,589.0,80.0,905,Hokkaido Foods,18,2345.0,Low Stock,196726.0
SKU-A7370,Home,284.07,560.0,,356,Hokkaido Foods,17,,Normal Stock,159079.19999999998
SKU-Y4187,Shipping,163.79,1158.0,45.0,623,Fukuoka Logistics,15,1298.0,Low Stock,189668.81999999998
SKU-C1285,Electronics,279.07,44.0,16.0,196,Hokkaido Foods,8,324.0,Low Stock,12279.08
SKU-C8802,Shipping,372.09,50.0,6.0,57,Tokyo Electronics,18,165.0,Low Stock,18604.5
SKU-C6011,Shipping,279.97,1685.0,88.0,650,Kyoto Crafts,16,2058.0,Low Stock,471749.45000000007
SKU-B6519,Office,97.95,2855.0,63.0,758,Osaka Supplies,17,1829.0,Normal Stock,279647.25
SKU-C2324,Food,133.14,40.0,3.0,38,Hokkaido Foods,25,113.0,Low Stock,5325.599999999999
SKU-Y2846,Industrial,412.44,3402.0,63.0,557,Hokkaido Foods,13,1376.0,Normal Stock,1403120.88
SKU-Z9881,Home,243.78,309.0,28.0,285,Sapporo Steel,11,593.0,Low Stock,75328.02
SKU-C2952,Office,163.5,105.0,3.0,27,Sapporo Steel,4,39.0,Normal Stock,17167.5
SKU-B5391,Electronics,499.47,3577.0,72.0,612,Osaka Supplies,23,2268.0,Normal Stock,1786604.1900000002
SKU-C3509,Office,260.67,2031.0,41.0,428,Osaka Supplies,25,1453.0,Normal Stock,529420.77
SKU-A6897,Shipping,119.93,315.0,16.0,218,Kyoto Crafts,28,666.0,Low Stock,37777.950000000004
SKU-B7432,Electronics,428.75,1562.0,36.0,312,Sapporo Steel,20,1032.0,Normal Stock,669707.5
SKU-Y2210,Office,223.45,3597.0,61.0,660,Hokkaido Foods,3,843.0,Normal Stock,803749.6499999999
SKU-Y7623,Office,470.83,1969.0,63.0,814,Osaka Supplies,24,2326.0,Low Stock,927064.27
SKU-Z4144,Industrial,499.11,3117.0,84.0,731,Tokyo Electronics,26,2915.0,Normal Stock,1555725.87
SKU-Z3531,Electronics,477.84,538.0,90.0,888,Osaka Supplies,26,3228.0,Low Stock,257077.91999999998
SKU-A2051,Industrial,254.08499999999998,300.0,17.0,125,Tokyo Electronics,29,618.0,Low Stock,76225.5
SKU-Y7050,Shipping,322.61,629.0,14.0,134,Sapporo Steel,22,442.0,Normal Stock,202921.69
SKU-X4931,Industrial,254.08499999999998,4641.0,86.0,1105,Nagoya Parts,16,2481.0,Normal Stock,1179208.4849999999
SKU-B7657,Shipping,93.06,36.0,3.0,33,Kyoto Crafts,12,69.0,Low Stock,3350.16
SKU-X6650,Apparel,192.1,569.0,28.0,343,Sapporo Steel,24,1015.0,Low Stock,109304.9
SKU-Z4613,Electronics,298.44,56.0,34.0,375,Tokyo Electronics,17,953.0,Low Stock,16712.64
SKU-B4545,Food,236.31,207.0,4.0,41,Kyoto Crafts,5,61.0,Normal Stock,48916.17
SKU-C3289,Shipping,258.92,787.0,23.0,168,Fukuoka Logistics,14,490.0,Normal Stock,203770.04
SKU-A8598,Industrial,332.83,604.0,76.0,800,Hokkaido Foods,3,1028.0,Low Stock,201029.31999999998
SKU-B9752,Office,36.58,1030.0,48.0,390,Hokkaido Foods,19,1302.0,Low Stock,37677.4
SKU-Y1685,Electronics,359.18,329.0,52.0,498,Kyoto Crafts,5,758.0,Low Stock,118170.22
SKU-Z5611,Home,218.06,2129.0,81.0,804,Nagoya Parts,19,2343.0,Low Stock,464249.74
SKU-A4560,Home,14.46,2088.0,50.0,526,Hokkaido Foods,25,1776.0,Normal Stock,30192.480000000003
SKU-C1617,Office,199.52,1584.0,32.0,232,Sapporo Steel,14,680.0,Normal Stock,316039.68
SKU-Z7789,Home,409.4,1328.0,23.0,255,Fukuoka Logistics,22,761.0,Normal Stock,543683.2
SKU-Z5179,Home,127.65,312.0,75.0,931,Sapporo Steel,10,1681.0,Low Stock,39826.8
SKU-X8651,Apparel,201.26,2257.0,79.0,832,Tokyo Electronics,20,2412.0,Low Stock,454243.82
SKU-A7741,Shipping,294.79,1169.0,73.0,1002,Nagoya Parts,5,1367.0,Low Stock,344609.51
SKU-X5485,Home,468.53,4119.0,84.0,848,Tokyo Electronics,27,3116.0,Normal Stock,1929875.0699999998
SKU-Z2038,Home,422.83,1738.0,52.0,659,Kyoto Crafts,16,1491.0,Normal Stock,734878.5399999999
SKU-Y4787,Industrial,46.29,3318.0,60.0,552,Kyoto Crafts,3,732.0,Normal Stock,153590.22
SKU-A3548,Food,463.19,2410.0,72.0,972,Tokyo Electronics,30,3132.0,Low Stock,1116287.9
SKU-C2131,Industrial,254.08499999999998,154.0,15.0,205,Sapporo Steel,4,265.0,Low Stock,39129.09
SKU-B9643,Industrial,254.08499999999998,3301.0,59.0,413,Osaka Supplies,26,1947.0,Normal Stock,838734.585
SKU-Y4207,Home,451.64,0.0,2.0,16,Nagoya Parts,20,56.0,Out of Stock,0.0
SKU-B3137,Food,244.19,947.0,39.0,475,Tokyo Electronics,3,592.0,Normal Stock,231247.93
SKU-C8425,Apparel,306.52,834.0,82.0,1069,Kyoto Crafts,3,1315.0,Low Stock,255637.68
SKU-C6165,Electronics,485.12,916.0,24.0,170,Nagoya Parts,8,362.0,Normal Stock,444369.92
SKU-Y3705,Industrial,311.12,1129.0,21.0,274,Nagoya Parts,9,463.0,Normal Stock,351254.48
SKU-C1857,Electronics,97.28,2574.0,,620,Nagoya Parts,30,,Normal Stock,250398.72
SKU-C4712,Electronics,494.04,3087.0,67.0,581,Fukuoka Logistics,8,1117.0,Normal Stock,1525101.48
SKU-C6523,Shipping,135.45,1177.0,72.0,877,Fukuoka Logistics,9,1525.0,Low Stock,159424.65
SKU-B7026,Home,20.9,3433.0,85.0,1051,Fukuoka Logistics,5,1476.0,Normal Stock,71749.7
SKU-C5901,Food,255.84,292.0,33.0,313,Fukuoka Logistics,7,544.0,Low Stock,74705.28
SKU-Z9364,Office,324.27,675.0,99.0,955,Tokyo Electronics,6,1549.0,Low Stock,218882.25
SKU-Z6541,Food,25.73,11.0,22.0,279,Nagoya Parts,8,455.0,Low Stock,283.03000000000003
SKU-X6894,Electronics,260.41,29.0,1.0,12,Fukuoka Logistics,25,37.0,Low Stock,7551.89
SKU-B1960,Electronics,260.41,1413.0,28.0,311,Tokyo Electronics,6,479.0,Normal Stock,367959.33
SKU-A4232,Industrial,422.55,428.0,68.0,704,Osaka Supplies,6,1112.0,Low Stock,180851.4
SKU-C1904,Industrial,437.03,860.0,51.0,419,Tokyo Electronics,7,776.0,Normal Stock,375845.8
SKU-X1809,Office,475.79,217.0,12.0,110,Kyoto Crafts,8,206.0,Normal Stock,103246.43000000001
SKU-B9522,Home,36.0,2635.0,48.0,650,Kyoto Crafts,13,1274.0,Normal Stock,94860.0
SKU-C7420,Shipping,159.47,0.0,24.0,268,Tokyo Electronics,7,436.0,Out of Stock,0.0
SKU-B2604,Electronics,219.78,349.0,8.0,89,Tokyo Electronics,26,297.0,Normal Stock,76703.22
SKU-A4528,Food,254.24,100.0,2.0,19,Tokyo Electronics,9,37.0,Normal Stock,25424.0
SKU-A4847,Industrial,477.01,2714.0,88.0,949,Hokkaido Foods,14,2181.0,Normal Stock,1294605.14
SKU-C4663,Shipping,455.4,3142.0,92.0,1053,Osaka Supplies,25,3353.0,Low Stock,1430866.7999999998
SKU-X5951,Apparel,54.23,741.0,97.0,748,Sapporo Steel,20,2688.0,Low Stock,40184.43
SKU-B5783,Apparel,289.75,2414.0,60.0,839,Tokyo Electronics,9,1379.0,Normal Stock,699456.5
SKU-C5363,Apparel,18.99,4393.0,,868,Nagoya Parts,15,,Normal Stock,83423.06999999999
SKU-X3277,Shipping,419.99,435.0,13.0,167,Osaka Supplies,27,518.0,Low Stock,182695.65
SKU-X9334,Industrial,254.08499999999998,3786.0,73.0,707,Osaka Supplies,19,2094.0,Normal Stock,961965.8099999999
SKU-Z9530,Industrial,410.89,4549.0,100.0,808,Hokkaido Foods,20,2808.0,Normal Stock,1869138.6099999999
SKU-C6271,Office,437.25,1787.0,91.0,709,Tokyo Electronics,22,2711.0,Low Stock,781365.75
SKU-C3125,Electronics,363.0,0.0,43.0,500,Hokkaido Foods,5,715.0,Out of Stock,0.0
SKU-Z7727,Home,452.56,3101.0,58.0,720,Tokyo Electronics,6,1068.0,Normal Stock,1403388.56
SKU-Y7951,Apparel,6.53,885.0,,175,Kyoto Crafts,26,,Normal Stock,5779.05
SKU-A1301,Shipping,335.09,805.0,21.0,199,Hokkaido Foods,20,619.0,Normal Stock,269747.44999999995
SKU-C1680,Office,166.59,0.0,12.0,88,Hokkaido Foods,27,412.0,Out of Stock,0.0
SKU-C5842,Shipping,258.92,1144.0,41.0,419,Tokyo Electronics,4,583.0,Normal Stock,296204.48000000004
SKU-Y6061,Apparel,454.75,238.0,89.0,907,Fukuoka Logistics,9,1708.0,Low Stock,108230.5
SKU-B8737,Office,280.98,1604.0,98.0,927,Osaka Supplies,24,3279.0,Low Stock,450691.92000000004
SKU-C6311,Apparel,297.98,632.0,14.0,130,Nagoya Parts,11,284.0,Normal Stock,188323.36000000002
SKU-Z2707,Food,446.04,2065.0,88.0,1159,Fukuoka Logistics,11,2127.0,Low Stock,921072.6000000001
SKU-B1104,Electronics,338.78,5201.0,100.0,1154,Hokkaido Foods,4,1554.0,Normal Stock,1761994.7799999998
SKU-Y9761,Apparel,344.49,3645.0,71.0,859,Osaka Supplies,5,1214.0,Normal Stock,1255666.05
SKU-C5494,Electronics,388.8,714.0,20.0,155,Nagoya Parts,5,255.0,Normal Stock,277603.2
SKU-Y6045,Home,209.28,0.0,1.0,8,Sapporo Steel,27,35.0,Out of Stock,0.0
SKU-C6070,Home,306.19,0.0,90.0,726,Hokkaido Foods,21,2616.0,Out of Stock,0.0
SKU-A2404,Home,134.19,1518.0,36.0,477,Nagoya Parts,9,801.0,Normal Stock,203700.41999999998
SKU-B3763,Office,228.52,246.0,,192,Tokyo Electronics,22,,Normal Stock,56215.920000000006
