Product_ID,Category,Unit_Cost_Raw,Current_Stock_Raw,Daily_Demand_Est,Safety_Stock_Target,Vendor_Name,Lead_Time_Days
SKU-Z8380,Shipping,369.41,573,37.0,516,Nagoya Parts,6
SKU-X6503,Industrial,USD 266.32,170,38.0,515,Osaka Supplies,7
SKU-B6997,Food,140.01,2005,36.0,331,Osaka Supplies,13
SKU-C2373,Home,25.55,1248,56.0,753,Tokyo Electronics,18
SKU-B2101,APPAREL,Quote Pending,328,31.0,331,Fukuoka Logistics,13
SKU-B4196,Shipping,451.84,36,5.0,55,Tokyo Electronics,9
SKU-B3384,Home,$361.31,1858,56.0,430,Kyoto Crafts,27
SKU-X5849,Home,Quote Pending,932,72.0,669,Fukuoka Logistics,5
SKU-B5773,Electronics,224.02,827,16.0,193,Osaka Supplies,5
SKU-X5369,Office,478.14,159,14.0,153,Sapporo Steel,18
SKU-B9329,Food,431.37,372,50.0,542,Nagoya Parts,7
SKU-X3435,SHIPPING,USD 357.24,62,21.0,243,Nagoya Parts,23
SKU-A2662,Shipping,153.51,1131,,455,Tokyo Electronics,23
SKU-B2933,Apparel,234.15,29,1.0,7,Nagoya Parts,10
SKU-B3041,Shipping,291.54,3638,66.0,898,Fukuoka Logistics,29
SKU-X5197,Electronics,204.19,230,7.0,68,Nagoya Parts,30
SKU-Z6112,Food,72.41,719,44.0,325,Nagoya Parts,22
SKU-Y5799,Food,90.21,1273,43.0,567,Tokyo Electronics,16
SKU-C3817,Food,Quote Pending,2878,89.0,913,Sapporo Steel,9
SKU-Y7756,Office,16.82,997,51.0,433,Hokkaido Foods,19
SKU-A5733,Food,485.58,2920,65.0,903,Nagoya Parts,20
SKU-B6891,Office,267.6,46,67.0,768,Fukuoka Logistics,3
SKU-B6365,OFFICE,204.48,254,65.0,538,Sapporo Steel,11
SKU-A6684,Apparel,159.24,61,15.0,189,Sapporo Steel,26
SKU-Z4015,Electronics,212.9,608,15.0,195,Tokyo Electronics,28
SKU-X5647,Industrial,272.11,256,22.0,287,Sapporo Steel,23
SKU-C8097,Home,$281.46,1589,86.0,996,Sapporo Steel,4
SKU-A6190,FOOD,220.64,642,25.0,313,Hokkaido Foods,25
SKU-A5756,Home,Quote Pending,654,42.0,576,Hokkaido Foods,14
SKU-X2514,Shipping,275.76,2802,92.0,875,Kyoto Crafts,30
SKU-Z8409,Shipping,237.09,84 pcs,,468,Fukuoka Logistics,30
SKU-A5668,Industrial,USD 461.89,252,7.0,74,Kyoto Crafts,6
SKU-X6628,Home,443.55,492,21.0,281,Hokkaido Foods,8
SKU-Y3766,Industrial,416.7,2950 pcs,78.0,723,Nagoya Parts,23
SKU-Z6974,Office,394.37,1079,32.0,266,Hokkaido Foods,27
SKU-X1737,Electronics,Quote Pending,152 pcs,49.0,556,Kyoto Crafts,28
SKU-Z4870,Shipping,$303.60,4596,95.0,1070,Fukuoka Logistics,25
SKU-B7684,Food,$96.00,,49.0,587,Kyoto Crafts,14
SKU-X8769,Electronics,482.29,3695,69.0,861,Fukuoka Logistics,3
SKU-Z1442,Shipping,$168.26,33,36.0,357,Fukuoka Logistics,18
SKU-X9455,Food,194.09,1212,34.0,437,Sapporo Steel,7
SKU-Y7243,Office,157.62,526,70.0,519,Hokkaido Foods,3
SKU-Z9154,Apparel,USD 345.51,1985,79.0,739,Hokkaido Foods,24
 SKU-Z3001 ,Industrial,275.13,1713,31.0,279,Fukuoka Logistics,23
SKU-X9399,Food,181.37,2969,77.0,573,Kyoto Crafts,6
SKU-X7412,Shipping,48.65,472,28.0,318,Sapporo Steel,6
SKU-C8879,Food,63.53,484,45.0,561,Osaka Supplies,16
SKU-Y1092,Office,178.71,540,23.0,166,Hokkaido Foods,22
SKU-A8955,Office,373.38,952,74.0,915,Osaka Supplies,27
SKU-Y3192,Electronics,178.96,503,15.0,130,Kyoto Crafts,16
SKU-B4053,Electronics,85.79,13,1.0,7,Fukuoka Logistics,8
 SKU-Z6050 ,HOME,75.61,1231,82.0,808,Tokyo Electronics,25
SKU-C2147,Electronics,190.33,3024,60.0,721,Osaka Supplies,16
SKU-A7080,Industrial,444.88,138,5.0,36,Tokyo Electronics,10
SKU-B4612,Industrial,207.42,131,16.0,158,Tokyo Electronics,21
SKU-C6042,Office,147.16,251,,196,Tokyo Electronics,14
SKU-B3752,Food,464.0,1522,64.0,585,Sapporo Steel,19
SKU-C6805,Apparel,118.82,147,7.0,59,Tokyo Electronics,28
SKU-Z1264,Office,255.58,1167,38.0,292,Kyoto Crafts,16
SKU-B8133,Office,,,95.0,1163,Fukuoka Logistics,24
SKU-B2987,Electronics,272.48,638,13.0,101,Hokkaido Foods,16
SKU-Y4721,Home,109.77,3198,56.0,469,Tokyo Electronics,12
SKU-Z5567,Office,246.39,250,15.0,109,Fukuoka Logistics,17
SKU-A1105,Home,8.35,503,10.0,98,Nagoya Parts,26
SKU-X3120,Electronics,266.5,2648,72.0,514,Tokyo Electronics,11
SKU-B2145,Office,405.97,-193,22.0,154,Osaka Supplies,11
SKU-X7874,Apparel,488.61,642,11.0,103,Hokkaido Foods,22
SKU-A2212,Apparel,130.09,500,10.0,93,Fukuoka Logistics,22
SKU-Y3534,Industrial,107.87,2191,91.0,1025,Fukuoka Logistics,11
SKU-Z5425,Industrial,Quote Pending,1078,77.0,950,Kyoto Crafts,6
SKU-X4263,Electronics,240.32,-947,18.0,211,Osaka Supplies,10
SKU-Z6817,Industrial,147.2,3031,56.0,670,Nagoya Parts,26
SKU-A9060,Home,373.03,1199,91.0,836,Kyoto Crafts,21
SKU-C5235,Electronics,295.37,44,,7,Hokkaido Foods,14
SKU-A3689,Home,,652,40.0,336,Nagoya Parts,12
SKU-A7207,Shipping,159.86,120,7.0,94,Osaka Supplies,22
 SKU-X7042 ,Electronics,USD 234.22,575,63.0,733,Hokkaido Foods,10
SKU-C3074,Office,404.0,2568,43.0,399,Hokkaido Foods,4
SKU-B9926,electronics,357.37,1205,75.0,884,Fukuoka Logistics,4
SKU-X8767,Office,115.98,1436,93.0,932,Tokyo Electronics,22
SKU-X7662,Industrial,264.1,570,22.0,261,Nagoya Parts,18
SKU-C8085,Home,183.62,908,,134,Sapporo Steel,9
SKU-Z8498,OFFICE,275.73,1303 pcs,41.0,418,Hokkaido Foods,3
SKU-C9032,Home,,2759,90.0,970,Kyoto Crafts,4
SKU-Y9096,Industrial,381.63,2648,57.0,776,Nagoya Parts,30
SKU-B3180,Food,Quote Pending,2010,91.0,703,Nagoya Parts,29
SKU-B7583,Electronics,229.46,1085,46.0,414,Tokyo Electronics,26
 SKU-Y2310 ,Home,78.8,1569,40.0,434,Hokkaido Foods,23
SKU-C7643,Apparel,Quote Pending,1640,57.0,602,Nagoya Parts,3
SKU-Y5772,Shipping,223.74,490,35.0,341,Nagoya Parts,23
SKU-A2843,Office,414.05,3438,63.0,556,Fukuoka Logistics,28
SKU-C4961,Food,271.4,677,15.0,205,Tokyo Electronics,30
SKU-C2360,Food,75.41,1032,66.0,647,Tokyo Electronics,13
SKU-X5031,Office,48.75,2765 pcs,84.0,946,Kyoto Crafts,12
SKU-C4636,Food,168.35,916,78.0,941,Hokkaido Foods,17
SKU-X1259,Electronics,211.73,4946,97.0,1331,Nagoya Parts,3
SKU-Y7792,Shipping,$28.42,508,12.0,87,Sapporo Steel,3
SKU-B3224,Home,495.32,894,21.0,183,Fukuoka Logistics,10
SKU-Z6488,Shipping,396.41,935,50.0,516,Tokyo Electronics,6
SKU-C7270,Home,477.03,1145,30.0,401,Fukuoka Logistics,7
 SKU-Z1809 ,Office,193.05,244,,87,Osaka Supplies,21
SKU-X2142,Apparel,34.58,1681,68.0,870,Sapporo Steel,29
SKU-C2032,Industrial,323.47,241,26.0,295,Hokkaido Foods,25
SKU-C6431,ELECTRONICS,44.63,901,22.0,264,Nagoya Parts,3
SKU-C8321,Apparel,398.07,3844,75.0,636,Kyoto Crafts,8
SKU-B9573,Office,104.57,2295,68.0,770,Kyoto Crafts,16
SKU-B1887,Electronics,159.1,2820,52.0,465,Hokkaido Foods,8
SKU-Y2480,Office,81.52,446,47.0,356,Fukuoka Logistics,15
SKU-X3575,Office,Quote Pending,554,15.0,130,Kyoto Crafts,3
 SKU-A7724 ,Food,28.76,4574,92.0,760,Sapporo Steel,12
SKU-X7843,Electronics,338.14,3467,63.0,491,Nagoya Parts,18
SKU-A5451,Industrial,26.44,1779,70.0,953,Fukuoka Logistics,15
SKU-Z5392,Home,352.76,77,10.0,125,Tokyo Electronics,22
SKU-Y8717,Industrial,$324.90,200,83.0,782,Tokyo Electronics,20
SKU-C4637,Home,,106,2.0,23,Sapporo Steel,19
SKU-B9696,Home,USD 444.62,770,53.0,422,Hokkaido Foods,27
SKU-A3297,office,474.35,775,27.0,214,Tokyo Electronics,30
SKU-X6355,Office,$23.72,1848,34.0,461,Sapporo Steel,19
SKU-X4867,Industrial,260.83,-234,4.0,37,Tokyo Electronics,28
SKU-X4278,Industrial,16.42,2743,61.0,526,Hokkaido Foods,20
SKU-B4572,Food,336.2,1128,33.0,378,Osaka Supplies,28
SKU-B3778,Apparel,341.29,5645,95.0,829,Hokkaido Foods,30
SKU-C4985,Home,Quote Pending,162,,24,Nagoya Parts,18
SKU-X7187,Food,158.08,2730,47.0,654,Sapporo Steel,28
SKU-Z9196,FOOD,$161.43,1004,19.0,196,Nagoya Parts,26
SKU-Z9139,Electronics,350.9,1736 pcs,94.0,868,Sapporo Steel,16
SKU-B9816,Shipping,Quote Pending,750,41.0,293,Tokyo Electronics,10
SKU-C1552,electronics,Quote Pending,484,14.0,163,Nagoya Parts,14
SKU-C9258,Apparel,488.23,549,84.0,1027,Nagoya Parts,23
SKU-B7534,Home,355.92,1026,46.0,424,Hokkaido Foods,20
SKU-Y5150,food,251.92,52,20.0,146,Osaka Supplies,24
SKU-X8508,Shipping,371.84,596,75.0,617,Kyoto Crafts,29
SKU-X5868,Apparel,56.33,4495,88.0,983,Fukuoka Logistics,15
SKU-B3215,Office,117.41,981,98.0,1069,Sapporo Steel,21
SKU-Z8650,Food,386.95,637,81.0,824,Osaka Supplies,14
SKU-X3337,Industrial,238.54,926,27.0,350,Tokyo Electronics,11
SKU-A8274,Office,454.91,525,32.0,361,Hokkaido Foods,6
SKU-Z9899,FOOD,190.76,-485,52.0,530,Tokyo Electronics,30
SKU-Z1264,Home,,706,16.0,212,Kyoto Crafts,3
SKU-X2032,Home,242.41,2700,96.0,790,Fukuoka Logistics,10
SKU-Y7771,Food,$379.86,3142,80.0,1038,Fukuoka Logistics,4
SKU-Z2576,Shipping,214.12,1166,37.0,437,Osaka Supplies,22
SKU-X1232,Electronics,10.82,807,,504,Osaka Supplies,20
SKU-Z8719,Electronics,462.53,-85,58.0,660,Sapporo Steel,25
SKU-Z8505,Apparel,USD 143.99,779,47.0,379,Fukuoka Logistics,24
SKU-A5848,Home,469.37,263,8.0,62,Sapporo Steel,4
SKU-C2750,Home,211.79,232,4.0,53,Nagoya Parts,16
SKU-A9554,Office,331.65,58,33.0,261,Nagoya Parts,7
SKU-A3635,Industrial,75.88,644,25.0,311,Osaka Supplies,28
SKU-Y2018,Home,$91.16,1286,46.0,354,Tokyo Electronics,6
SKU-X3480,Home,12.46,4881,85.0,1119,Osaka Supplies,6
SKU-Y4272,Industrial,336.61,133,9.0,79,Nagoya Parts,12
SKU-Y6288,Food,355.3,6,59.0,581,Sapporo Steel,21
SKU-X4472,Shipping,457.53,859,24.0,186,Tokyo Electronics,15
SKU-Z2371,Shipping,401.12,172,24.0,228,Fukuoka Logistics,14
SKU-Y1252,Office,,317,14.0,103,Tokyo Electronics,30
 SKU-Y1493 ,shipping,120.34,1169,35.0,382,Nagoya Parts,12
SKU-A9734,industrial,92.12,875,77.0,801,Kyoto Crafts,13
SKU-A3808,Food,453.85,1466,86.0,1063,Hokkaido Foods,29
SKU-B6314,Shipping,298.79,53,94.0,993,Kyoto Crafts,30
SKU-B4930,Home,111.97,178,5.0,37,Tokyo Electronics,20
SKU-X3835,home,USD 212.93,155,9.0,100,Hokkaido Foods,16
SKU-B6854,Food,481.5,2652,,934,Fukuoka Logistics,23
SKU-Y9610,Home,USD 199.01,1806,37.0,385,Hokkaido Foods,16
SKU-A9930,Apparel,Quote Pending,121,51.0,487,Kyoto Crafts,14
 SKU-A5895 ,Industrial,238.35,770,15.0,193,Tokyo Electronics,5
SKU-A4133,Shipping,255.95,4980,91.0,803,Tokyo Electronics,21
SKU-A9958,Industrial,223.43,3737,70.0,915,Tokyo Electronics,19
SKU-Z3855,Office,339.28,1031,20.0,156,Osaka Supplies,16
SKU-B9704,Industrial,USD 134.51,1670,68.0,680,Fukuoka Logistics,16
 SKU-Y7742 ,Electronics,11.39,2227,42.0,582,Hokkaido Foods,26
 SKU-A5178 ,Electronics,USD 234.63,1048,58.0,414,Nagoya Parts,24
SKU-C7715,Industrial,Quote Pending,375,18.0,209,Hokkaido Foods,23
SKU-Z4981,APPAREL,371.84,3285,96.0,1133,Osaka Supplies,3
SKU-B6923,shipping,64.18,1046,59.0,445,Hokkaido Foods,25
SKU-X4299,APPAREL,$366.58,2762,99.0,725,Tokyo Electronics,15
SKU-C5539,ELECTRONICS,259.05,,85.0,812,Osaka Supplies,5
SKU-C6574,Home,289.19,278,15.0,171,Sapporo Steel,7
SKU-Z8813,Industrial,284.48,278,12.0,162,Sapporo Steel,24
SKU-X3382,Office,198.12,710,31.0,351,Tokyo Electronics,20
SKU-B9073,Electronics,38.53,2719,88.0,817,Fukuoka Logistics,8
SKU-Z2921,Home,347.77,2961,94.0,778,Tokyo Electronics,28
SKU-Z6244,Food,Quote Pending,424,12.0,96,Fukuoka Logistics,14
SKU-Z4526,Apparel,95.83,246,8.0,111,Osaka Supplies,23
SKU-Y5422,Apparel,31.05,347,70.0,827,Nagoya Parts,23
SKU-B7098,Electronics,471.06,1346,60.0,511,Nagoya Parts,13
SKU-Y5677,electronics,Quote Pending,3175,86.0,605,Hokkaido Foods,16
SKU-A9524,Shipping,360.65,626,12.0,103,Tokyo Electronics,3
SKU-Z3693,Shipping,78.66,697,30.0,370,Sapporo Steel,20
SKU-B4301,SHIPPING,358.84,2248,41.0,297,Osaka Supplies,25
SKU-A4986,Industrial,347.67,49,41.0,468,Fukuoka Logistics,8
SKU-Z3661,Industrial,Quote Pending,2075 pcs,36.0,278,Hokkaido Foods,24
SKU-A7074,Electronics,,1,70.0,925,Tokyo Electronics,22
SKU-Z4711,Food,417.12,319,91.0,809,Kyoto Crafts,20
SKU-Y7428,Electronics,270.21,580,20.0,253,Kyoto Crafts,12
SKU-C3834,Home,305.67,2909,,707,Hokkaido Foods,20
SKU-X7472,Office,USD 45.80,1807,54.0,501,Hokkaido Foods,3
SKU-X5010,Industrial,171.36,894,15.0,171,Sapporo Steel,29
SKU-C5986,Food,235.34,1385,45.0,518,Kyoto Crafts,24
SKU-Z5922,Industrial,USD 108.53,1497,26.0,239,Nagoya Parts,23
SKU-Y2639,Shipping,,832,80.0,856,Fukuoka Logistics,3
SKU-Z4171,Home,USD 36.84,1445,,742,Nagoya Parts,15
SKU-Y8271,Apparel,50.44,5285,90.0,1021,Kyoto Crafts,16
SKU-A1352,Home,24.51,124,,768,Nagoya Parts,20
SKU-Z5081,Electronics,15.41,2220,41.0,418,Osaka Supplies,20
SKU-Z7178,food,403.83,2957,59.0,618,Fukuoka Logistics,15
SKU-A7357,Office,343.83,1510,57.0,458,Tokyo Electronics,8
SKU-X5370,Office,374.45,9,1.0,10,Hokkaido Foods,29
SKU-X1106,Shipping,241.67,2796,66.0,535,Hokkaido Foods,22
SKU-Z8553,Office,410.03,1026,65.0,874,Nagoya Parts,19
SKU-X8208,Apparel,348.32,343,16.0,212,Fukuoka Logistics,6
SKU-X3878,Industrial,496.46,462,18.0,171,Osaka Supplies,27
SKU-Y9283,Home,137.96,285,8.0,89,Tokyo Electronics,14
SKU-Z6947,Apparel,Quote Pending,4781,86.0,909,Fukuoka Logistics,27
SKU-A7966,Shipping,303.95,1396,64.0,575,Tokyo Electronics,5
SKU-X8770,Electronics,,3015,58.0,672,Sapporo Steel,7
SKU-X2770,Industrial,329.05,3381,100.0,1317,Fukuoka Logistics,11
SKU-A5867,Food,36.74,26,46.0,525,Sapporo Steel,27
SKU-Y9508,Food,379.28,947,30.0,386,Fukuoka Logistics,5
SKU-B5784,Industrial,$450.53,1197,33.0,358,Tokyo Electronics,26
SKU-X9547,shipping,118.32,263,85.0,708,Tokyo Electronics,29
SKU-A7364,Office,464.78,-3492,94.0,711,Fukuoka Logistics,16
SKU-X5889,Home,175.34,187,,616,Tokyo Electronics,3
SKU-X4032,Electronics,65.2,1793,78.0,550,Tokyo Electronics,20
SKU-C3674,Home,475.89,2358,95.0,1089,Fukuoka Logistics,25
SKU-A8843,Office,150.31,966,19.0,218,Nagoya Parts,7
SKU-B1425,Shipping,209.66,1779,34.0,464,Sapporo Steel,13
SKU-B8696,electronics,Quote Pending,1700,59.0,760,Tokyo Electronics,12
SKU-Y9430,Food,329.31,4844,90.0,1024,Nagoya Parts,18
SKU-Z2603,Shipping,$164.37,2862,71.0,987,Nagoya Parts,23
SKU-C6380,APPAREL,459.5,4303,82.0,743,Tokyo Electronics,3
SKU-C2484,Electronics,Quote Pending,377,81.0,805,Nagoya Parts,6
SKU-A7880,Electronics,216.44,3797,85.0,957,Tokyo Electronics,26
SKU-B6917,Home,11.8,1947,39.0,315,Kyoto Crafts,15
SKU-C1059,Office,USD 366.88,2728,75.0,691,Tokyo Electronics,23
SKU-Y7980,Home,USD 254.81,2240,78.0,926,Tokyo Electronics,18
SKU-B6497,Home,409.42,117,11.0,153,Hokkaido Foods,15
SKU-C8952,Electronics,172.87,468,41.0,370,Kyoto Crafts,20
SKU-X1547,Industrial,489.37,3997,73.0,674,Osaka Supplies,30
SKU-Y3605,Shipping,$292.37,1513,67.0,905,Hokkaido Foods,4
SKU-B2785,Food,293.29,787,21.0,232,Kyoto Crafts,9
SKU-X3781,Home,394.57,2646,84.0,808,Kyoto Crafts,26
SKU-Z5226,Industrial,246.09,911,68.0,818,Hokkaido Foods,20
SKU-C6129,Electronics,170.0,-169,,389,Tokyo Electronics,19
SKU-B1018,Electronics,173.77,512,18.0,234,Fukuoka Logistics,6
 SKU-Y9066 ,Industrial,USD 254.79,1409,31.0,309,Nagoya Parts,4
SKU-Z7045,Apparel,367.81,101,24.0,303,Hokkaido Foods,27
SKU-X1508,Electronics,287.05,801,,286,Osaka Supplies,7
SKU-Y7224,Shipping,271.74,1065 pcs,65.0,796,Sapporo Steel,11
SKU-B3128,Electronics,425.99,1195,36.0,498,Kyoto Crafts,17
SKU-C7301,Office,428.88,5804,100.0,789,Fukuoka Logistics,26
SKU-B1855,Industrial,Quote Pending,1295,37.0,273,Hokkaido Foods,3
SKU-C1931,Home,Quote Pending,1094,30.0,288,Sapporo Steel,23
SKU-Z3653,Shipping,238.5,168,11.0,105,Tokyo Electronics,19
SKU-X1524,Electronics,Quote Pending,1094,28.0,280,Fukuoka Logistics,9
SKU-Z9271,Apparel,416.36,1463,36.0,499,Kyoto Crafts,12
SKU-Z1043,Industrial,228.14,31,69.0,685,Sapporo Steel,17
SKU-X1615,Shipping,$55.95,2851,83.0,796,Kyoto Crafts,7
SKU-C2915,Electronics,$371.13,4973,95.0,1115,Osaka Supplies,14
SKU-B6790,Industrial,138.95,3529,66.0,910,Kyoto Crafts,11
SKU-C8395,Food,36.18,268,35.0,301,Nagoya Parts,11
SKU-A2299,Food,397.75,1693,34.0,345,Hokkaido Foods,14
 SKU-C4531 ,Food,89.62,2300,,451,Sapporo Steel,27
SKU-Y8863,Apparel,352.25,55,38.0,472,Nagoya Parts,13
SKU-B4392,Industrial,85.71,472,13.0,138,Hokkaido Foods,15
SKU-B1634,Home,261.51,3250,55.0,548,Sapporo Steel,29
SKU-Y2255,Office,424.73,3607 pcs,71.0,673,Sapporo Steel,17
 SKU-Y9779 ,Home,121.53,1882,91.0,1140,Nagoya Parts,24
SKU-X7930,shipping,29.19,1091,70.0,951,Fukuoka Logistics,24
SKU-C8054,Electronics,USD 44.64,417,16.0,121,Tokyo Electronics,29
SKU-Z9350,Food,188.28,2289,59.0,703,Osaka Supplies,9
SKU-A3431,Food,$56.49,857,37.0,386,Tokyo Electronics,15
 SKU-A5908 ,Food,Quote Pending,350,57.0,660,Fukuoka Logistics,24
SKU-A4111,Office,225.41,1421,42.0,296,Sapporo Steel,5
SKU-B6584,Apparel,USD 334.00,589,80.0,905,Hokkaido Foods,18
SKU-A7370,Home,284.07,560,,356,Hokkaido Foods,17
SKU-Y4187,Shipping,163.79,1158,45.0,623,Fukuoka Logistics,15
SKU-C1285,Electronics,279.07,44,16.0,196,Hokkaido Foods,8
SKU-C8802,Shipping,372.09,50,6.0,57,Tokyo Electronics,18
 SKU-C6011 ,Shipping,279.97,1685,88.0,650,Kyoto Crafts,16
SKU-B6519,Office,97.95,2855,63.0,758,Osaka Supplies,17
SKU-C2324,Food,133.14,40,3.0,38,Hokkaido Foods,25
SKU-Y2846,Industrial,412.44,3402,63.0,557,Hokkaido Foods,13
SKU-Z9881,Home,243.78,309,28.0,285,Sapporo Steel,11
SKU-C2952,office,163.5,105,3.0,27,Sapporo Steel,4
 SKU-B5391 ,Electronics,499.47,3577,72.0,612,Osaka Supplies,23
SKU-C3509,Office,Quote Pending,2031,41.0,428,Osaka Supplies,25
SKU-A6897,Shipping,119.93,315,16.0,218,Kyoto Crafts,28
SKU-B7432,Electronics,428.75,1562,36.0,312,Sapporo Steel,20
SKU-Y2210,office,223.45,3597,61.0,660,Hokkaido Foods,3
SKU-Y7623,Office,470.83,1969,63.0,814,Osaka Supplies,24
SKU-Z4144,Industrial,$499.11,3117,84.0,731,Tokyo Electronics,26
SKU-Z3531,Electronics,477.84,538,90.0,888,Osaka Supplies,26
SKU-A2051,Industrial,Quote Pending,300,17.0,125,Tokyo Electronics,29
SKU-Y7050,Shipping,USD 322.61,629,14.0,134,Sapporo Steel,22
 SKU-X4931 ,Industrial,Quote Pending,4641,86.0,1105,Nagoya Parts,16
SKU-B7657,shipping,93.06,36,3.0,33,Kyoto Crafts,12
SKU-X6650,Apparel,192.1,569,28.0,343,Sapporo Steel,24
SKU-Z4613,Electronics,298.44,56,34.0,375,Tokyo Electronics,17
SKU-B4545,Food,USD 236.31,207,4.0,41,Kyoto Crafts,5
 SKU-C3289 ,Shipping,,787,23.0,168,Fukuoka Logistics,14
SKU-A8598,Industrial,332.83,604,76.0,800,Hokkaido Foods,3
SKU-B9752,Office,36.58,1030,48.0,390,Hokkaido Foods,19
SKU-Y1685,Electronics,359.18,329,52.0,498,Kyoto Crafts,5
SKU-Z5611,Home,218.06,2129,81.0,804,Nagoya Parts,19
SKU-A4560,Home,14.46,2088,50.0,526,Hokkaido Foods,25
SKU-C1617,Office,199.52,1584,32.0,232,Sapporo Steel,14
SKU-Z7789,Home,409.4,1328,23.0,255,Fukuoka Logistics,22
SKU-Z5179,Home,127.65,312,75.0,931,Sapporo Steel,10
SKU-X8651,Apparel,201.26,2257,79.0,832,Tokyo Electronics,20
SKU-A7741,SHIPPING,294.79,1169,73.0,1002,Nagoya Parts,5
SKU-X5485,Home,468.53,4119,84.0,848,Tokyo Electronics,27
SKU-Z2038,Home,USD 422.83,1738,52.0,659,Kyoto Crafts,16
SKU-Y4787,Industrial,46.29,3318,60.0,552,Kyoto Crafts,3
 SKU-A3548 ,Food,463.19,2410,72.0,972,Tokyo Electronics,30
SKU-C2131,INDUSTRIAL,,154,15.0,205,Sapporo Steel,4
SKU-B9643,Industrial,Quote Pending,3301,59.0,413,Osaka Supplies,26
SKU-Y4207,Home,USD 451.64,-24,2.0,16,Nagoya Parts,20
SKU-B3137,Food,244.19,947,39.0,475,Tokyo Electronics,3
SKU-C8425,Apparel,306.52,834,82.0,1069,Kyoto Crafts,3
SKU-C6165,Electronics,485.12,916,24.0,170,Nagoya Parts,8
SKU-Y3705,Industrial,311.12,1129,21.0,274,Nagoya Parts,9
SKU-C1857,Electronics,97.28,2574,,620,Nagoya Parts,30
SKU-C4712,Electronics,494.04,3087,67.0,581,Fukuoka Logistics,8
SKU-C6523,Shipping,135.45,1177,72.0,877,Fukuoka Logistics,9
SKU-B7026,Home,20.9,3433,85.0,1051,Fukuoka Logistics,5
SKU-C5901,Food,Quote Pending,292,33.0,313,Fukuoka Logistics,7
SKU-Z9364,Office,324.27,675,99.0,955,Tokyo Electronics,6
SKU-Z6541,Food,25.73,11,22.0,279,Nagoya Parts,8
SKU-X6894,Electronics,,29,1.0,12,Fukuoka Logistics,25
SKU-B1960,electronics,Quote Pending,1413,28.0,311,Tokyo Electronics,6
SKU-A4232,Industrial,422.55,428,68.0,704,Osaka Supplies,6
SKU-C1904,Industrial,437.03,860,51.0,419,Tokyo Electronics,7
SKU-X1809,Office,$475.79,217,12.0,110,Kyoto Crafts,8
SKU-B9522,Home,36.0,2635,48.0,650,Kyoto Crafts,13
 SKU-C7420 ,Shipping,159.47,-735,24.0,268,Tokyo Electronics,7
SKU-B2604,Electronics,219.78,349,8.0,89,Tokyo Electronics,26
SKU-A4528,Food,254.24,100,2.0,19,Tokyo Electronics,9
SKU-A4847,industrial,477.01,2714,88.0,949,Hokkaido Foods,14
SKU-C4663,Shipping,455.4,3142,92.0,1053,Osaka Supplies,25
SKU-X5951,Apparel,54.23,741,97.0,748,Sapporo Steel,20
SKU-B5783,Apparel,289.75,2414,60.0,839,Tokyo Electronics,9
SKU-C5363,Apparel,18.99,4393,,868,Nagoya Parts,15
SKU-X3277,Shipping,419.99,435,13.0,167,Osaka Supplies,27
SKU-X9334,Industrial,Quote Pending,3786,73.0,707,Osaka Supplies,19
SKU-Z9530,Industrial,410.89,4549,100.0,808,Hokkaido Foods,20
SKU-C6271,Office,$437.25,1787,91.0,709,Tokyo Electronics,22
SKU-C3125,Electronics,363.0,2520 pcs,43.0,500,Hokkaido Foods,5
SKU-Z7727,Home,452.56,3101,58.0,720,Tokyo Electronics,6
SKU-Y7951,Apparel,6.53,885,,175,Kyoto Crafts,26
SKU-A1301,Shipping,335.09,805,21.0,199,Hokkaido Foods,20
 SKU-C1680 ,Office,166.59,-455,12.0,88,Hokkaido Foods,27
SKU-C5842,Shipping,Quote Pending,1144,41.0,419,Tokyo Electronics,4
SKU-Y6061,Apparel,454.75,238,89.0,907,Fukuoka Logistics,9
SKU-B8737,Office,280.98,1604,98.0,927,Osaka Supplies,24
SKU-C6311,Apparel,297.98,632,14.0,130,Nagoya Parts,11
SKU-Z2707,Food,446.04,2065,88.0,1159,Fukuoka Logistics,11
SKU-B1104,Electronics,338.78,5201,100.0,1154,Hokkaido Foods,4
SKU-Y9761,APPAREL,344.49,3645,71.0,859,Osaka Supplies,5
SKU-C5494,Electronics,USD 388.80,714,20.0,155,Nagoya Parts,5
SKU-Y6045,Home,209.28,0,1.0,8,Sapporo Steel,27
SKU-C6070,Home,USD 306.19,,90.0,726,Hokkaido Foods,21
SKU-A2404,Home,134.19,1518,36.0,477,Nagoya Parts,9
SKU-B3763,Office,228.52,246,,192,Tokyo Electronics,22
SKU-B5581,Home,Quote Pending,4880,82.0,1018,Kyoto Crafts,21
SKU-X4260,Electronics,18.41,1218,82.0,923,Nagoya Parts,24
 SKU-A4838 ,Food,280.43,492 pcs,30.0,250,Fukuoka Logistics,11
SKU-B1187,FOOD,369.23,534,25.0,280,Tokyo Electronics,28
SKU-A3452,Office,77.86,3064,53.0,609,Hokkaido Foods,15
SKU-X3334,Food,420.3,-1706,60.0,620,Tokyo Electronics,24
SKU-Z9477,home,12.42,1249,35.0,320,Tokyo Electronics,9
SKU-B1774,Office,475.58,2433,100.0,1367,Sapporo Steel,5
